# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:08:01 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_discmethod,pl_orbsmax,st_teff,st_lum
Microlensing,4.300000,,
Microlensing,3.600000,,
Microlensing,3.500000,,
Microlensing,2.600000,,
Microlensing,2.300000,,
Microlensing,4.500000,,
Microlensing,2.590000,,
Microlensing,3.300000,,
Microlensing,18.000000,,
Microlensing,1.700000,,
Microlensing,8.000000,,
Microlensing,2.720000,,
Microlensing,1.890000,,
Microlensing,4.000000,,
Microlensing,4.800000,,
Microlensing,0.870000,,
Microlensing,3.450000,,
Microlensing,0.900000,,
Microlensing,1.600000,,
Microlensing,2.700000,,
Microlensing,0.800000,,
Microlensing,3.600000,,
Microlensing,0.702000,,
Microlensing,0.390000,,
Microlensing,2.600000,,
Microlensing,1.800000,,
Microlensing,3.110000,,
Microlensing,4.400000,,
Microlensing,1.900000,,
Microlensing,2.500000,,
Microlensing,1.750000,,
Microlensing,0.730000,,
Microlensing,1.600000,,
Microlensing,2.100000,,
Microlensing,2.070000,,
Microlensing,2.620000,,
Microlensing,5.400000,,
Microlensing,6.400000,,
Microlensing,1.700000,,
Microlensing,2.170000,,
Microlensing,1.160000,,
Microlensing,3.400000,,
Microlensing,3.913000,,
Microlensing,2.424000,,
Microlensing,1.800000,,
Microlensing,1.020000,,
Microlensing,1.180000,,
Microlensing,0.590000,,
Microlensing,0.970000,,
Microlensing,6.100000,5912.00,
Microlensing,1.800000,,
Microlensing,0.800000,,
Transit,0.023830,6050.00,0.350
Transit,0.043400,5950.00,0.188
Transit,0.047300,5040.00,-0.397
Transit,0.022890,4790.00,-0.529
Transit,0.030350,6210.00,0.371
Transit,0.051000,5924.00,
Transit,0.051000,6325.00,
Transit,0.030800,6933.00,
Imaging,243.000000,2375.00,-2.770
Imaging,22.000000,3972.00,-0.456
Imaging,34.500000,3972.00,-0.456
Transit,0.652000,6407.00,
Transit,0.828000,5629.00,-0.102
Transit,0.037340,4400.00,
Pulsar Timing,10.260000,,
Pulsar Timing,0.190000,,
Pulsar Timing,0.360000,,
Pulsar Timing,0.460000,,
Pulsar Timing,23.000000,,
Pulsar Timing,0.004400,4500.00,
Pulsar Timing,0.010200,,
Radial Velocity,0.060000,6174.00,
Radial Velocity,0.031760,5300.00,
Radial Velocity,5.500000,5300.00,
Radial Velocity,0.048500,3050.00,-2.810
Transit,0.023320,5013.00,-0.438
Transit,0.028600,6124.00,0.300
Transit,0.021530,4645.00,
Transit,0.037830,6007.00,0.279
Transit,0.028030,5215.00,-0.318
Transit,0.041270,5747.00,0.056
Transit,0.042300,5052.00,-0.514
Transit,0.035200,6387.00,0.563
Transit,0.047400,5738.00,0.228
Transit,0.023400,4309.00,-0.821
Imaging,210.000000,3850.00,
Imaging,157.000000,,
Eclipse Timing Variations,5.300000,,
Radial Velocity,0.049600,3192.00,-2.441
Imaging,1168.000000,3621.00,-1.222
Imaging,,,
Transit,0.030000,,
Transit,0.055000,,
Radial Velocity,0.096800,4620.00,-0.250
Microlensing,0.500000,,
Transit,0.043940,4250.00,-0.854
Transit,0.070980,4250.00,-0.854
Transit,0.051860,5320.00,-0.285
Transit,0.081400,5320.00,-0.285
Transit,0.137000,5320.00,-0.285
Transit,0.026000,5397.00,-0.222
Transit,0.070370,6255.00,0.497
Transit,0.058000,6495.00,0.636
Transit,0.091400,5645.00,0.461
Transit,0.206900,5026.00,
Transit,0.129300,5026.00,
Transit,0.030600,3386.00,-1.770
Transit,0.047200,3386.00,-1.770
Transit,0.073300,3386.00,-1.770
Transit,0.423000,5907.00,
Transit,0.011110,2559.00,-3.281
Transit,0.015210,2559.00,-3.281
Transit,0.021440,2559.00,-3.281
Transit,0.028170,2559.00,-3.281
Transit,0.037100,2559.00,-3.281
Transit,0.045100,2559.00,-3.281
Transit,,2559.00,-3.281
Radial Velocity,0.690000,4806.00,1.350
Radial Velocity,1.370000,4806.00,1.350
Radial Velocity,1.414000,4776.00,1.210
Radial Velocity,0.210000,5130.00,1.380
Radial Velocity,0.422000,4300.00,1.910
Imaging,162.000000,4573.00,-0.339
Radial Velocity,0.025200,2904.00,-3.137
Radial Velocity,0.044300,2904.00,-3.137
Transit,,5230.00,
Transit,,5850.00,
Transit,0.022820,5650.00,-0.204
Transit,,6200.00,
Transit,0.024590,5171.00,
Microlensing,4.180000,,
Imaging,670.000000,2700.00,-1.950
Imaging,3500.000000,3410.00,-1.090
Imaging,2880.000000,3460.00,-1.020
Eclipse Timing Variations,5.900000,,
Eclipse Timing Variations,2.800000,,
Pulsation Timing Variations,1.700000,29300.00,
Transit,0.168800,,
Transit,0.082500,,
Transit,0.108300,,
Transit,0.308000,,
Radial Velocity,0.057000,4250.00,
Imaging,102.000000,2620.00,-3.140
Transit,0.038890,,0.441
Transit,0.037810,4675.00,
Transit,,6900.00,
Transit,,6380.00,
Transit,0.019850,6110.00,0.413
Transit,0.029180,5475.00,
Transit,0.075000,5070.00,
Transit,,6055.00,
Transit,0.055000,4430.00,
Transit,,4800.00,
Transit,0.058850,5890.00,
Transit,0.028510,5940.00,
Transit,,6040.00,
Transit,0.054530,6410.00,
Transit,0.036300,5650.00,
Transit,0.023200,6360.00,
Transit,0.051400,6450.00,
Transit,0.025440,6459.00,0.519
Transit,0.042630,5740.00,
Transit,0.044900,6050.00,
Transit,,5800.00,
Transit Timing Variations,,5800.00,
Transit,0.052000,5620.00,
Transit,0.062800,5900.00,
Transit,,5950.00,
Transit,0.101200,5625.00,
Transit,0.060700,6030.00,
Transit,0.067000,4775.00,
Transit,0.034500,5700.00,
Transit,0.024300,5675.00,
Transit,0.066100,6260.00,
Transit,0.049400,6272.00,
Transit,0.062000,5310.00,
Transit,,6475.00,
Transit,0.032300,5260.00,
Transit,0.046900,5900.00,
Transit,0.034700,6010.00,
Transit,0.031600,5200.00,
Transit,0.026100,4900.00,
Transit,0.054900,5702.00,
Transit,,6300.00,
Transit,0.055000,5871.00,
Transit,0.048000,5914.00,
Transit,0.045300,4910.00,
Transit,0.049900,5772.00,
Transit,0.051700,6350.00,
Transit,0.053800,6120.00,
Transit,,5700.00,
Transit,0.045200,5298.00,
Transit,0.067300,6400.00,0.647
Transit,0.087100,5300.00,
Transit,0.026600,5500.00,-0.076
Transit,0.028180,5806.00,
Transit,0.048230,5599.00,
Transit,0.064100,6050.00,
Transit,0.036500,7000.00,
Transit,0.051900,6000.00,
Transit,0.068100,6110.00,
Transit,,6550.00,
Transit,0.033700,5600.00,-0.114
Transit,0.050400,5965.00,
Transit,0.069400,6900.00,
Transit,0.024800,5800.00,
Transit,0.055900,6400.00,
Transit,0.044030,6229.00,
Transit,0.039570,5017.00,
Transit,0.055800,9360.00,
Transit,0.020000,6400.00,
Transit Timing Variations,0.035000,6400.00,
Transit,0.048000,6600.00,
Transit,0.054270,5839.00,
Transit,0.045100,5638.00,
Transit,0.046320,5313.00,
Transit,0.062700,6000.00,
Transit,0.090400,5900.00,
Transit,0.016340,5568.00,
Transit,0.066300,6400.00,
Transit,0.040800,5910.00,
Transit,0.031440,5180.00,-0.313
Transit,0.060000,5940.00,
Transit,0.052000,5800.00,
Transit,,6000.00,
Transit,0.037600,5150.00,
Transit,,6075.00,
Transit,,5750.00,
Transit,,6034.00,
Transit,0.044690,6150.00,
Transit,,4800.00,
Transit,,6400.00,
Transit,0.046590,6302.00,
Transit,,6140.00,
Transit,0.023900,7430.00,
Transit,,5700.00,
Transit,,5990.00,
Transit,0.026770,5959.00,
Transit,0.044600,5800.00,-0.021
Transit,,6180.00,
Transit,0.048600,5400.00,
Transit,0.022600,5400.00,
Transit,,5545.00,
Radial Velocity,1.070000,5545.00,
Transit,0.056100,5315.00,
Transit,0.014200,4400.00,
Transit,0.034530,5420.00,-0.198
Transit,0.039630,5150.00,-0.336
Transit,0.023350,5600.00,
Transit,,5552.00,
Radial Velocity,1.393000,5552.00,
Transit,,5552.00,
Transit,,5552.00,
Transit,,5920.00,
Transit,,5600.00,
Transit,0.026700,5700.00,
Transit,0.029300,5400.00,
Transit,0.027200,5000.00,
Transit,0.041010,4953.00,-0.463
Radial Velocity,3.730000,4953.00,-0.463
Transit,,6100.00,
Transit,,5900.00,
Transit,,5600.00,
Transit,0.037690,5600.00,
Transit,,5800.00,
Transit,0.069700,4650.00,
Transit,,5450.00,
Transit,,5900.00,
Transit,,6250.00,
Transit,,6230.00,
Transit,,5550.00,
Transit,0.026480,5400.00,-0.022
Transit,0.033400,5600.00,
Transit,,6600.00,
Transit,,5200.00,
Transit,,5910.00,
Transit,,4700.00,
Transit,0.061700,6400.00,
Transit,0.048530,5763.00,
Transit,,6050.00,
Transit,,6250.00,
Transit,,6030.00,
Transit,,5990.00,
Transit,0.037500,6100.00,
Transit,0.033000,6250.00,
Transit,,5365.00,
Transit,,6100.00,
Transit,,6600.00,
Transit,,5600.00,
Radial Velocity,5.280000,5600.00,
Transit,0.034400,4143.00,
Transit,0.039080,5870.00,0.246
Transit,,6480.00,
Transit,0.059000,5510.00,
Transit,0.077100,5314.00,
Transit,0.039000,6112.00,
Transit,0.029460,6450.00,
Transit,,6430.00,
Transit,0.042700,5130.00,
Transit,0.056200,6430.00,
Transit,0.037000,4920.00,
Transit,0.034800,6280.00,
Transit,0.042110,6700.00,
Transit,,6170.00,
Radial Velocity,0.033500,6040.00,
Transit,,5830.00,
Transit,0.045300,5540.00,
Transit,,5640.00,
Transit,0.037620,5473.00,
Transit,,6150.00,
Imaging,2500.000000,,
Imaging,8.000000,575.00,
Transit,0.047000,6250.00,
Transit,0.018550,5000.00,
Radial Velocity,0.037500,3342.00,-1.991
Radial Velocity,0.089000,3342.00,-1.991
Radial Velocity,0.470000,3342.00,-1.991
Transit,0.057100,4716.00,-0.644
Transit,,5750.00,
Transit,0.036800,,
Radial Velocity,0.130000,5399.00,
Radial Velocity,0.475600,5399.00,
Transit,,6429.00,
Transit,,6397.00,
Transit,0.051500,5430.00,
Transit,0.081500,6720.00,
Transit,0.044210,6250.00,
Radial Velocity,0.015570,3056.00,
Radial Velocity,0.020900,3056.00,
Radial Velocity,0.027640,3056.00,
Radial Velocity,1.200000,4553.00,
Radial Velocity,1.460000,4055.00,
Radial Velocity,1.700000,4092.10,2.900
Imaging,9.100000,,
Radial Velocity,2.700000,,
Radial Velocity,1.400000,4126.00,2.730
Radial Velocity,1.300000,4406.00,
Radial Velocity,3.390000,,
Radial Velocity,11.550000,,-0.622
Radial Velocity,1.930000,4901.00,1.987
Radial Velocity,1.190000,4330.00,
Radial Velocity,2.050000,,
Radial Velocity,1.240000,4822.00,1.850
Radial Velocity,2.170000,4822.00,1.850
Radial Velocity,1.275000,4530.00,
Imaging,55.000000,10900.00,1.830
Radial Velocity,2.650000,4871.00,
Radial Velocity,1.100000,4538.20,1.797
Radial Velocity,1.790000,4886.00,2.039
Radial Velocity,5.931000,4886.00,2.039
Radial Velocity,1.100000,4770.00,1.850
Radial Velocity,0.830000,4749.00,1.709
Radial Velocity,3.900000,5242.00,2.140
Transit,0.068390,6037.00,0.160
Radial Velocity,4.430000,6212.00,
Radial Velocity,0.219600,5627.00,0.232
Radial Velocity,0.412300,5627.00,0.232
Radial Velocity,0.049000,6400.00,
Radial Velocity,0.538000,,
Radial Velocity,1.334000,,
Radial Velocity,0.133000,,
Radial Velocity,0.243000,,
Radial Velocity,1.170000,4388.00,
Radial Velocity,0.059222,,
Radial Velocity,0.827774,,
Radial Velocity,2.513290,,
Radial Velocity,0.680000,4780.00,1.839
