# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 17:25:21 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_discmethod,pl_orbper,pl_rade
Radial Velocity,559.30000000,
Radial Velocity,562.00000000,
Radial Velocity,26.46800000,
Radial Velocity,101.54000000,
Imaging,,
Radial Velocity,4.91000000,
Radial Velocity,11.40900000,
Transit,3.03007000,12.666
Transit,2.47063000,15.244
Transit,1.30618581,14.975
Transit,3.55395000,18.046
Transit,1.48224686,13.384
Microlensing,,
Imaging,,
Imaging,,
Imaging,,
Eclipse Timing Variations,5840.00000000,
Eclipse Timing Variations,1916.25000000,
Pulsation Timing Variations,1170.00000000,
Transit,24.13960000,10.270
Transit,8.24958000,5.590
Transit,12.40320000,6.410
Transit,60.00000000,8.740
Radial Velocity,4.92700000,
Imaging,,
Transit,2.51994540,16.623
Transit,3.09276160,12.106
Transit,2.84938000,14.908
Transit,3.58572000,16.029
Transit,0.92554200,17.127
Transit,1.75541370,12.745
Transit,7.87288000,10.761
Transit,9.28971000,11.433
Transit,5.72149000,10.536
Transit,3.72247000,12.442
Transit,4.54216875,15.793
Transit,1.54877430,15.009
Transit,10.02165000,11.882
Transit,4.04604350,16.141
Transit,2.49979000,15.693
Transit,1.09142000,21.712
Transit,3.61127060,16.511
Transit,1.27492550,20.905
Transit,2.97764120,14.773
Transit,3.37265000,13.899
Transit,3.28883000,
Transit Timing Variations,7.63000000,
Transit,4.17806200,15.356
Transit,5.74814500,10.424
Transit,4.35301000,13.675
Transit,11.55098000,9.976
Transit,5.32202300,13.675
Transit,7.13352100,9.752
Transit,2.17642300,13.563
Transit,1.40137940,14.572
Transit,5.21535700,15.468
Transit,3.63443300,12.218
Transit,5.92426200,8.967
Transit,2.24375000,15.468
Transit,2.23598350,16.141
Transit,3.31065100,13.563
Transit,2.05286800,17.150
Transit,2.27831520,9.528
Transit,1.76903810,10.088
Transit,4.60273000,12.498
Transit,3.75210000,15.805
Transit,4.53347100,12.666
Transit,3.33260900,17.374
Transit,3.83616900,5.717
Transit,3.95162300,11.190
Transit,3.65633300,11.994
Transit,3.84040100,15.468
Transit,3.11860000,13.675
Transit,3.76849520,12.218
Transit,5.40604250,12.812
Transit,9.62468000,11.209
Transit,1.60968840,13.473
Transit,1.77712550,12.644
Transit,3.46550900,14.123
Transit,5.44354000,7.062
Transit,2.02195960,17.710
Transit,4.15365800,16.814
Transit,5.61141180,14.617
Transit,3.73543000,20.961
Transit,2.34478022,12.285
Transit,3.81862440,10.985
Transit,5.47743300,17.598
Transit,1.38665318,13.451
Transit,4.23370000,14.572
Transit,3.06529070,13.540
Transit,3.07172200,17.710
Transit,3.34482850,20.288
Transit,0.94124000,
Transit Timing Variations,2.15580000,
Transit,3.40926400,13.899
Transit,4.51950640,13.271
Transit,3.37698480,9.528
Transit,4.11177710,16.477
Transit,5.18170000,14.908
Transit,9.38755000,14.011
Transit,0.78883899,15.603
Transit,5.36775300,12.890
Transit,2.87867650,13.787
Transit,2.15217500,12.117
Transit,4.89962840,16.388
Transit,4.32248200,11.990
Transit,3.53269000,13.787
Transit,2.94442560,10.783
Transit,2.34121000,15.468
Transit,3.76483000,11.994
Transit,2.75660000,13.563
Transit,3.40883000,13.597
Transit,3.92273000,8.631
Transit,1.84683000,15.917
Transit,3.40590960,17.363
Transit,2.71866000,10.761
Transit,1.21987000,17.856
Transit,4.31768000,11.209
Transit,3.16158000,14.572
Transit,1.53736596,14.874
Transit,3.57746900,13.002
Transit,6.87188000,13.787
Transit,4.05525900,14.235
Transit,1.33823147,14.807
Transit,3.05240000,12.330
Radial Velocity,421.00000000,
Transit,4.98168190,12.576
Transit,0.81347500,10.424
Transit,2.42380400,12.330
Transit,3.12608900,10.604
Transit,1.43036763,13.159
Transit,4.15912890,12.630
Radial Velocity,588.50000000,
Transit,9.03077000,3.576
Transit,0.78959200,1.810
Transit,2.14363000,16.814
Transit,2.78174000,12.442
Transit,1.62842790,12.184
Transit,1.95510000,13.070
Transit,1.74977980,14.240
Transit,3.30984430,12.038
Radial Velocity,2840.00000000,
Transit,3.69364000,17.710
Transit,4.46563000,14.908
Transit,4.61710000,10.536
Transit,2.83891856,11.769
Transit,5.01718000,16.029
Transit,7.91958500,8.687
Transit,3.36101000,11.545
Transit,4.30500000,9.864
Transit,3.85590000,15.805
Transit,4.41195000,14.796
Transit,4.37808000,15.805
Transit,1.57329180,14.247
Transit,2.31142430,12.464
Transit,4.08605000,15.693
Transit,4.61442000,12.890
Transit,5.08430000,14.796
Transit,3.86814000,12.442
Transit,4.95464160,14.908
Transit,3.71302030,13.047
Transit,2.90367000,13.227
Transit,2.21673000,14.460
Transit,4.08722000,15.917
Transit,2.13775000,15.244
Transit,2.48419300,14.235
Transit,1.80988600,20.512
Transit,1.36003000,15.468
Transit,2.17518000,21.633
Transit,3.66238000,18.719
Transit,8.15872000,12.666
Radial Velocity,4323.00000000,
Transit,3.06785234,11.198
Transit,2.71647620,16.018
Transit,2.70579000,18.159
Transit,4.97125200,11.657
Transit,8.52348650,10.559
Transit,2.65567770,13.899
Transit,1.68279500,15.524
Transit,4.95400000,16.365
Transit,3.35642270,11.657
Transit,3.91624300,18.271
Transit,2.79858100,11.545
Transit,2.17467420,16.376
Transit,2.73253210,17.901
Transit,3.95019000,17.710
Radial Velocity,2.00839000,
Transit,2.18467000,13.787
Transit,3.42526020,13.450
Transit,2.07276000,12.778
Transit,2.96264036,12.823
Transit,5.75251000,11.433
Imaging,,
Imaging,,10.468
Transit,3.35205700,16.700
Transit,1.01870680,15.278
Radial Velocity,4.88690000,
Radial Velocity,17.87190000,
Radial Velocity,217.21000000,
Transit,6.00118000,2.030
Transit,3.94153000,12.778
Transit,2.61586178,11.131
Radial Velocity,18.15700000,
Radial Velocity,120.80000000,
Transit,3.19154000,15.805
Transit,4.12508000,14.011
Transit,4.18775580,12.780
Transit,3.76500070,23.203
Transit,2.86414240,15.390
Radial Velocity,1.96876000,
Radial Velocity,3.06008000,
Radial Velocity,4.65627000,
Radial Velocity,380.80000000,
Radial Velocity,628.96000000,
Radial Velocity,605.20000000,
Imaging,7665.00000000,
Radial Velocity,1200.00000000,
Radial Velocity,522.30000000,
Radial Velocity,417.90000000,
Radial Velocity,2502.00000000,
Radial Velocity,16510.00000000,
Radial Velocity,594.90000000,
Radial Velocity,428.50000000,
Radial Velocity,903.30000000,
Radial Velocity,415.20000000,
Radial Velocity,964.60000000,
Radial Velocity,511.09800000,
Imaging,,
Radial Velocity,1285.00000000,
Radial Velocity,357.80000000,
Radial Velocity,530.21000000,
Radial Velocity,3184.83000000,
Radial Velocity,277.02000000,
Radial Velocity,187.83000000,
Radial Velocity,1630.00000000,
Transit,6.26790000,2.042
Radial Velocity,3117.00000000,
Radial Velocity,39.84580000,
Radial Velocity,102.54000000,
Radial Velocity,3.31245680,
Radial Velocity,162.87000000,
Radial Velocity,636.13000000,
Radial Velocity,20.00000000,
Radial Velocity,49.41000000,
Radial Velocity,305.50000000,
Radial Velocity,4.61703300,
Radial Velocity,241.25800000,
Radial Velocity,1276.46000000,
Radial Velocity,136.75000000,
