# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:51:28 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_name,pl_dens,pl_eqt,pl_masse,pl_rade
Kepler-20,Kepler-20 b,8.20000,1105,9.70000,1.868
Kepler-20,Kepler-20 c,2.50000,772,12.75000,3.047
Kepler-20,Kepler-20 d,2.70000,401,10.07000,2.744
Kepler-20,Kepler-20 e,,,,0.865
Kepler-20,Kepler-20 f,,,,1.003
Kepler-20,Kepler-20 g,,524,,
Kepler-200,Kepler-200 b,,,,2.130
Kepler-200,Kepler-200 c,,,,1.590
Kepler-201,Kepler-201 b,,,,2.460
Kepler-201,Kepler-201 c,,,,2.850
Kepler-202,Kepler-202 b,,,,1.630
Kepler-202,Kepler-202 c,,,,1.850
Kepler-203,Kepler-203 b,,,,2.570
Kepler-203,Kepler-203 c,,,,2.470
Kepler-203,Kepler-203 d,,,,1.440
Kepler-204,Kepler-204 b,,,,2.530
Kepler-204,Kepler-204 c,,,,1.790
Kepler-205,Kepler-205 b,,,,1.510
Kepler-205,Kepler-205 c,,,,1.640
Kepler-206,Kepler-206 b,,,,1.200
Kepler-206,Kepler-206 c,,,,1.770
Kepler-206,Kepler-206 d,,,,1.190
Kepler-207,Kepler-207 b,,,,1.570
Kepler-207,Kepler-207 c,,,,1.500
Kepler-207,Kepler-207 d,,,,3.310
Kepler-208,Kepler-208 b,,,,1.630
Kepler-208,Kepler-208 c,,,,1.390
Kepler-208,Kepler-208 d,,,,1.200
Kepler-208,Kepler-208 e,,,,1.480
Kepler-209,Kepler-209 b,,,,2.260
Kepler-209,Kepler-209 c,,,,3.100
Kepler-21,Kepler-21 b,6.40000,2025,5.08000,1.639
Kepler-210,Kepler-210 b,,,,2.940
Kepler-210,Kepler-210 c,,,,3.620
Kepler-211,Kepler-211 b,,,,1.260
Kepler-211,Kepler-211 c,,,,1.290
Kepler-212,Kepler-212 b,,,,1.090
Kepler-212,Kepler-212 c,,,,2.740
Kepler-213,Kepler-213 b,,,,1.620
Kepler-213,Kepler-213 c,,,,2.340
Kepler-214,Kepler-214 b,,,,2.610
Kepler-214,Kepler-214 c,,,,2.130
Kepler-215,Kepler-215 b,,,,1.620
Kepler-215,Kepler-215 c,,,,1.770
Kepler-215,Kepler-215 d,,,,2.390
Kepler-215,Kepler-215 e,,,,1.750
Kepler-216,Kepler-216 b,,,,2.350
Kepler-216,Kepler-216 c,,,,3.040
Kepler-217,Kepler-217 b,,,,2.230
Kepler-217,Kepler-217 c,,,,1.850
Kepler-217,Kepler-217 d,,,,1.320
Kepler-218,Kepler-218 b,,,,1.480
Kepler-218,Kepler-218 c,,,,3.140
Kepler-218,Kepler-218 d,,,,2.660
Kepler-219,Kepler-219 b,,,,2.950
Kepler-219,Kepler-219 c,,,,3.580
Kepler-219,Kepler-219 d,,,,2.810
Kepler-22,Kepler-22 b,14.70000,262,36.00000,2.380
Kepler-220,Kepler-220 b,,,,0.810
Kepler-220,Kepler-220 c,,,,1.570
Kepler-220,Kepler-220 d,,,,0.980
Kepler-220,Kepler-220 e,,,,1.330
Kepler-221,Kepler-221 b,,,,1.710
Kepler-221,Kepler-221 c,,,,2.930
Kepler-221,Kepler-221 d,,,,2.730
Kepler-221,Kepler-221 e,,,,2.630
Kepler-222,Kepler-222 b,,,,3.160
Kepler-222,Kepler-222 c,,,,4.640
Kepler-222,Kepler-222 d,,,,3.690
Kepler-223,Kepler-223 b,1.54000,,7.40000,2.990
Kepler-223,Kepler-223 c,0.71000,,5.10000,3.440
Kepler-223,Kepler-223 d,0.31000,,8.00000,5.240
Kepler-223,Kepler-223 e,0.28000,,4.80000,4.600
Kepler-224,Kepler-224 b,,,,1.390
Kepler-224,Kepler-224 c,,,,3.120
Kepler-224,Kepler-224 d,,,,2.300
Kepler-224,Kepler-224 e,,,,1.970
Kepler-225,Kepler-225 b,,,,1.200
Kepler-225,Kepler-225 c,,,,1.840
Kepler-226,Kepler-226 b,,,,1.550
Kepler-226,Kepler-226 c,,,,2.270
Kepler-226,Kepler-226 d,,,,1.220
Kepler-227,Kepler-227 b,,,,3.110
Kepler-227,Kepler-227 c,,,,3.040
Kepler-228,Kepler-228 b,,,,1.530
Kepler-228,Kepler-228 c,,,,2.700
Kepler-228,Kepler-228 d,,,,4.040
Kepler-229,Kepler-229 b,,,,2.200
Kepler-229,Kepler-229 c,,,,4.920
Kepler-229,Kepler-229 d,,,,3.850
Kepler-23,Kepler-23 b,,,254.30000,1.900
Kepler-23,Kepler-23 c,,,858.10000,3.200
Kepler-23,Kepler-23 d,,,,2.200
Kepler-230,Kepler-230 b,,,,4.260
Kepler-230,Kepler-230 c,,,,2.040
Kepler-231,Kepler-231 b,,,,1.730
Kepler-231,Kepler-231 c,,,,1.930
Kepler-232,Kepler-232 b,,,,3.080
Kepler-232,Kepler-232 c,,,,3.830
Kepler-233,Kepler-233 b,,,,2.430
Kepler-233,Kepler-233 c,,,,2.710
Kepler-234,Kepler-234 b,,,,3.700
Kepler-234,Kepler-234 c,,,,3.510
Kepler-235,Kepler-235 b,,,,2.230
Kepler-235,Kepler-235 c,,,,1.280
Kepler-235,Kepler-235 d,,,,2.050
Kepler-235,Kepler-235 e,,,,2.220
Kepler-236,Kepler-236 b,,,,1.570
Kepler-236,Kepler-236 c,,,,2.000
Kepler-237,Kepler-237 b,,,,1.410
Kepler-237,Kepler-237 c,,,,2.080
Kepler-238,Kepler-238 b,,,,1.730
Kepler-238,Kepler-238 c,,,,2.390
Kepler-238,Kepler-238 d,,,,3.070
Kepler-238,Kepler-238 e,,,169.70000,5.600
Kepler-238,Kepler-238 f,,,13.50000,2.000
Kepler-239,Kepler-239 b,,,,2.330
Kepler-239,Kepler-239 c,,,,2.510
Kepler-24,Kepler-24 b,,,508.50000,2.400
Kepler-24,Kepler-24 c,,,508.50000,2.800
Kepler-24,Kepler-24 d,,,,1.670
Kepler-24,Kepler-24 e,,,,2.780
Kepler-240,Kepler-240 b,,,,1.370
Kepler-240,Kepler-240 c,,,,2.200
Kepler-241,Kepler-241 b,,,,2.330
Kepler-241,Kepler-241 c,,,,2.570
Kepler-242,Kepler-242 b,,,,2.610
Kepler-242,Kepler-242 c,,,,2.000
Kepler-243,Kepler-243 b,,,,2.450
Kepler-243,Kepler-243 c,,,,1.990
Kepler-244,Kepler-244 b,,,,2.760
Kepler-244,Kepler-244 c,,,,2.050
Kepler-244,Kepler-244 d,,,,2.310
Kepler-245,Kepler-245 b,,,,2.570
Kepler-245,Kepler-245 c,,,,2.180
Kepler-245,Kepler-245 d,,,,3.030
Kepler-245,Kepler-245 e,,,,1.750
Kepler-246,Kepler-246 b,,,,2.340
Kepler-246,Kepler-246 c,,,,1.500
Kepler-247,Kepler-247 b,,,,1.640
Kepler-247,Kepler-247 c,,,,4.090
Kepler-247,Kepler-247 d,,,,3.940
Kepler-248,Kepler-248 b,,,,3.020
Kepler-248,Kepler-248 c,,,,4.070
Kepler-249,Kepler-249 b,,,,1.090
Kepler-249,Kepler-249 c,,,,1.510
Kepler-249,Kepler-249 d,,,,1.570
Kepler-25,Kepler-25 b,2.32000,,8.70000,2.748
Kepler-25,Kepler-25 c,0.58800,,15.20000,5.217
Kepler-25,Kepler-25 d,,,71.90000,
Kepler-250,Kepler-250 b,,,,1.130
Kepler-250,Kepler-250 c,,,,2.280
Kepler-250,Kepler-250 d,,,,2.180
Kepler-251,Kepler-251 b,,,,1.330
Kepler-251,Kepler-251 c,,,,2.770
Kepler-251,Kepler-251 d,,,,2.770
Kepler-251,Kepler-251 e,,,,2.770
Kepler-252,Kepler-252 b,,,,1.230
Kepler-252,Kepler-252 c,,,,2.150
Kepler-253,Kepler-253 b,,,,1.630
Kepler-253,Kepler-253 c,,,,2.650
Kepler-253,Kepler-253 d,,,,3.170
Kepler-254,Kepler-254 b,,,,3.870
Kepler-254,Kepler-254 c,,,,2.150
Kepler-254,Kepler-254 d,,,,2.500
Kepler-255,Kepler-255 b,,,,1.550
Kepler-255,Kepler-255 c,,,,2.990
Kepler-255,Kepler-255 d,,,,1.320
Kepler-256,Kepler-256 b,,,,1.590
Kepler-256,Kepler-256 c,,,,2.150
Kepler-256,Kepler-256 d,,,,2.480
Kepler-256,Kepler-256 e,,,,2.350
Kepler-257,Kepler-257 b,,,,2.610
Kepler-257,Kepler-257 c,,,,5.410
Kepler-257,Kepler-257 d,,,,4.950
Kepler-258,Kepler-258 b,,,,4.060
Kepler-258,Kepler-258 c,,,,3.610
Kepler-259,Kepler-259 b,,,,2.800
Kepler-259,Kepler-259 c,,,,2.700
Kepler-26,Kepler-26 b,1.26000,,5.12000,2.780
Kepler-26,Kepler-26 c,1.61000,,6.20000,2.720
Kepler-26,Kepler-26 d,,,,1.070
Kepler-26,Kepler-26 e,,,,2.410
Kepler-260,Kepler-260 b,,,,2.010
Kepler-260,Kepler-260 c,,,,1.740
Kepler-261,Kepler-261 b,,,,2.180
Kepler-261,Kepler-261 c,,,,2.000
Kepler-262,Kepler-262 b,,,,1.360
Kepler-262,Kepler-262 c,,,,1.640
Kepler-263,Kepler-263 b,,,,2.670
Kepler-263,Kepler-263 c,,,,2.470
Kepler-264,Kepler-264 b,,,,3.330
Kepler-264,Kepler-264 c,,,,2.830
Kepler-265,Kepler-265 b,,,,1.860
Kepler-265,Kepler-265 c,,,,2.630
Kepler-265,Kepler-265 d,,,,2.490
Kepler-265,Kepler-265 e,,,,2.590
Kepler-266,Kepler-266 b,,,,2.480
Kepler-266,Kepler-266 c,,,,3.890
Kepler-267,Kepler-267 b,,,,1.980
Kepler-267,Kepler-267 c,,,,2.130
Kepler-267,Kepler-267 d,,,,2.270
Kepler-268,Kepler-268 b,,,,2.550
Kepler-268,Kepler-268 c,,,,3.380
Kepler-269,Kepler-269 b,,,,2.470
Kepler-269,Kepler-269 c,,,,1.690
Kepler-27,Kepler-27 b,,,2895.31000,4.000
Kepler-27,Kepler-27 c,,,4385.87000,4.900
Kepler-270,Kepler-270 b,,,,2.010
Kepler-270,Kepler-270 c,,,,1.770
Kepler-271,Kepler-271 b,,,,1.230
Kepler-271,Kepler-271 c,,,,0.950
Kepler-271,Kepler-271 d,,,,0.660
Kepler-272,Kepler-272 b,,,,1.430
Kepler-272,Kepler-272 c,,,,1.790
Kepler-272,Kepler-272 d,,,,2.250
Kepler-273,Kepler-273 b,,,,1.500
Kepler-273,Kepler-273 c,,,,1.980
Kepler-274,Kepler-274 b,,,,1.540
Kepler-274,Kepler-274 c,,,,1.840
Kepler-275,Kepler-275 b,,,,2.340
Kepler-275,Kepler-275 c,,,,3.380
Kepler-275,Kepler-275 d,,,,3.330
Kepler-276,Kepler-276 b,,,,2.870
Kepler-276,Kepler-276 c,,,16.60000,2.900
Kepler-276,Kepler-276 d,,,16.30000,2.800
Kepler-277,Kepler-277 b,,,87.30000,2.920
Kepler-277,Kepler-277 c,,,64.20000,3.360
Kepler-278,Kepler-278 b,,,,4.070
Kepler-278,Kepler-278 c,,,,3.590
Kepler-279,Kepler-279 b,,,,3.620
Kepler-279,Kepler-279 c,,,49.40000,4.300
Kepler-279,Kepler-279 d,,,37.50000,3.100
Kepler-28,Kepler-28 b,,,479.90000,3.600
Kepler-28,Kepler-28 c,,,432.23000,3.400
Kepler-280,Kepler-280 b,,,,1.450
Kepler-280,Kepler-280 c,,,,2.010
Kepler-281,Kepler-281 b,,,,2.820
Kepler-281,Kepler-281 c,,,,5.310
Kepler-282,Kepler-282 b,,,,1.010
Kepler-282,Kepler-282 c,,,,1.200
Kepler-282,Kepler-282 d,,,61.00000,2.460
Kepler-282,Kepler-282 e,,,56.20000,3.100
Kepler-283,Kepler-283 b,,,,2.130
Kepler-283,Kepler-283 c,,,,1.820
Kepler-284,Kepler-284 b,,,,2.240
Kepler-284,Kepler-284 c,,,,2.610
Kepler-285,Kepler-285 b,,,,1.340
Kepler-285,Kepler-285 c,,,,1.120
Kepler-286,Kepler-286 b,,,,1.240
Kepler-286,Kepler-286 c,,,,1.370
Kepler-286,Kepler-286 d,,,,1.330
Kepler-286,Kepler-286 e,,,,1.770
Kepler-287,Kepler-287 b,,,,2.330
Kepler-287,Kepler-287 c,,,,3.260
Kepler-288,Kepler-288 b,,,,1.670
Kepler-288,Kepler-288 c,,,,2.850
Kepler-288,Kepler-288 d,,,,2.670
Kepler-289,Kepler-289 b,4.10000,,7.30000,2.150
Kepler-289,Kepler-289 c,0.47000,,132.00000,11.590
Kepler-289,Kepler-289 d,1.20000,,4.00000,2.680
Kepler-29,Kepler-29 b,0.65000,,4.51000,3.350
Kepler-29,Kepler-29 c,0.70000,,4.00000,3.140
Kepler-290,Kepler-290 b,,,,2.250
Kepler-290,Kepler-290 c,,,,2.700
Kepler-291,Kepler-291 b,,,,2.160
Kepler-291,Kepler-291 c,,,,1.880
Kepler-292,Kepler-292 b,,,,1.320
Kepler-292,Kepler-292 c,,,,1.470
Kepler-292,Kepler-292 d,,,,2.230
Kepler-292,Kepler-292 e,,,,2.670
Kepler-292,Kepler-292 f,,,,2.350
Kepler-293,Kepler-293 b,,,,3.070
Kepler-293,Kepler-293 c,,,,3.830
Kepler-294,Kepler-294 b,,,,1.770
Kepler-294,Kepler-294 c,,,,2.710
Kepler-295,Kepler-295 b,,,,1.220
Kepler-295,Kepler-295 c,,,,1.170
Kepler-295,Kepler-295 d,,,,1.360
Kepler-296,Kepler-296 b,,,,1.610
Kepler-296,Kepler-296 c,,,,2.000
Kepler-296,Kepler-296 d,,,,2.090
Kepler-296,Kepler-296 e,,,,1.530
Kepler-296,Kepler-296 f,,,,1.800
Kepler-297,Kepler-297 b,,,,2.870
Kepler-297,Kepler-297 c,,,,6.540
Kepler-298,Kepler-298 b,,,,1.960
Kepler-298,Kepler-298 c,,,,1.930
Kepler-298,Kepler-298 d,,,,2.500
Kepler-299,Kepler-299 b,,,,1.320
Kepler-299,Kepler-299 c,,,,2.650
Kepler-299,Kepler-299 d,,,,1.860
Kepler-299,Kepler-299 e,,,,1.870
Kepler-30,Kepler-30 b,1.02000,,11.30000,3.900
Kepler-30,Kepler-30 c,1.88000,,640.00000,12.300
Kepler-30,Kepler-30 d,0.19000,,23.10000,8.800
Kepler-300,Kepler-300 b,,,,1.670
Kepler-300,Kepler-300 c,,,,2.250
Kepler-301,Kepler-301 b,,,,1.350
Kepler-301,Kepler-301 c,,,,1.350
Kepler-301,Kepler-301 d,,,,1.750
Kepler-302,Kepler-302 b,,,,4.060
Kepler-302,Kepler-302 c,,,,12.450
Kepler-303,Kepler-303 b,,,,0.890
Kepler-303,Kepler-303 c,,,,1.140
Kepler-304,Kepler-304 b,,,,2.860
Kepler-304,Kepler-304 c,,,,2.170
Kepler-304,Kepler-304 d,,,,2.750
Kepler-304,Kepler-304 e,,,,1.200
Kepler-305,Kepler-305 b,,,10.50000,3.600
Kepler-305,Kepler-305 c,,,6.00000,3.300
Kepler-305,Kepler-305 d,,,,2.710
Kepler-306,Kepler-306 b,,,,1.520
Kepler-306,Kepler-306 c,,,,2.350
Kepler-306,Kepler-306 d,,,,2.470
Kepler-306,Kepler-306 e,,,,2.270
Kepler-307,Kepler-307 b,2.62000,,7.44000,2.430
Kepler-307,Kepler-307 c,1.74000,,3.64000,2.200
Kepler-308,Kepler-308 b,,,,2.120
Kepler-308,Kepler-308 c,,,,2.160
Kepler-309,Kepler-309 b,,,,1.560
Kepler-309,Kepler-309 c,,,,2.510
Kepler-31,Kepler-31 b,,,,5.500
Kepler-31,Kepler-31 c,,,1493.70000,5.300
Kepler-31,Kepler-31 d,,,2161.24400,3.900
Kepler-310,Kepler-310 b,,,,1.190
Kepler-310,Kepler-310 c,,,,3.380
Kepler-310,Kepler-310 d,,,,2.470
Kepler-311,Kepler-311 b,,,,1.700
Kepler-311,Kepler-311 c,,,,1.430
Kepler-312,Kepler-312 b,,,,1.290
Kepler-312,Kepler-312 c,,,,3.150
Kepler-313,Kepler-313 b,,,,2.530
Kepler-313,Kepler-313 c,,,,2.570
Kepler-314,Kepler-314 b,,,,0.830
Kepler-314,Kepler-314 c,,,,2.900
Kepler-315,Kepler-315 b,,,,3.770
Kepler-315,Kepler-315 c,,,,4.150
Kepler-316,Kepler-316 b,,,,1.060
Kepler-316,Kepler-316 c,,,,1.160
Kepler-317,Kepler-317 b,,,,2.090
Kepler-317,Kepler-317 c,,,,1.720
Kepler-318,Kepler-318 b,,,,4.710
Kepler-318,Kepler-318 c,,,,3.680
Kepler-319,Kepler-319 b,,,,1.630
Kepler-319,Kepler-319 c,,,,2.630
Kepler-319,Kepler-319 d,,,,2.290
Kepler-32,Kepler-32 b,,,1303.00000,2.200
Kepler-32,Kepler-32 c,,,158.90000,2.000
Kepler-32,Kepler-32 d,,,,2.700
Kepler-32,Kepler-32 e,,,,1.500
Kepler-32,Kepler-32 f,,,,0.820
Kepler-320,Kepler-320 b,,,,1.140
Kepler-320,Kepler-320 c,,,,1.370
Kepler-321,Kepler-321 b,,,,1.770
Kepler-321,Kepler-321 c,,,,2.320
Kepler-322,Kepler-322 b,,,,1.010
Kepler-322,Kepler-322 c,,,,1.670
Kepler-323,Kepler-323 b,,,,1.430
Kepler-323,Kepler-323 c,,,,1.630
Kepler-324,Kepler-324 b,,,,1.140
Kepler-324,Kepler-324 c,,,,3.150
Kepler-325,Kepler-325 b,,,,2.910
Kepler-325,Kepler-325 c,,,,2.540
Kepler-325,Kepler-325 d,,,,2.790
Kepler-326,Kepler-326 b,,,,1.520
Kepler-326,Kepler-326 c,,,,1.400
Kepler-326,Kepler-326 d,,,,1.210
Kepler-327,Kepler-327 b,,,,1.110
Kepler-327,Kepler-327 c,,,,1.030
Kepler-327,Kepler-327 d,,,,1.730
Kepler-328,Kepler-328 b,,,28.50000,2.300
Kepler-328,Kepler-328 c,,,39.40000,5.400
Kepler-329,Kepler-329 b,,,,1.400
Kepler-329,Kepler-329 c,,,,1.930
Kepler-33,Kepler-33 b,,,,1.740
Kepler-33,Kepler-33 c,,,,3.200
Kepler-33,Kepler-33 d,,,,5.350
Kepler-33,Kepler-33 e,,,,4.020
Kepler-33,Kepler-33 f,,,,4.460
Kepler-330,Kepler-330 b,,,,1.350
Kepler-330,Kepler-330 c,,,,1.950
Kepler-331,Kepler-331 b,,,,1.820
Kepler-331,Kepler-331 c,,,,1.840
Kepler-331,Kepler-331 d,,,,1.640
Kepler-332,Kepler-332 b,,,,1.170
Kepler-332,Kepler-332 c,,,,1.090
Kepler-332,Kepler-332 d,,,,1.180
Kepler-333,Kepler-333 b,,,,1.320
Kepler-333,Kepler-333 c,,,,1.110
Kepler-334,Kepler-334 b,,,,1.120
Kepler-334,Kepler-334 c,,,,1.430
Kepler-334,Kepler-334 d,,,,1.410
Kepler-335,Kepler-335 b,,,,3.390
Kepler-335,Kepler-335 c,,,,3.070
Kepler-336,Kepler-336 b,,,,1.020
Kepler-336,Kepler-336 c,,,,2.100
Kepler-336,Kepler-336 d,,,,2.370
Kepler-337,Kepler-337 b,,,,1.540
Kepler-337,Kepler-337 c,,,,2.050
Kepler-338,Kepler-338 b,,,,2.440
Kepler-338,Kepler-338 c,,,,2.340
Kepler-338,Kepler-338 d,,,,3.000
Kepler-338,Kepler-338 e,,,8.50000,1.560
Kepler-339,Kepler-339 b,,,,1.420
Kepler-339,Kepler-339 c,,,,1.150
Kepler-339,Kepler-339 d,,,,1.170
Kepler-34,Kepler-34 b,0.61300,,69.92000,8.564
Kepler-340,Kepler-340 b,,,,2.530
Kepler-340,Kepler-340 c,,,,3.370
Kepler-341,Kepler-341 b,,,,1.180
Kepler-341,Kepler-341 c,,,,1.700
Kepler-341,Kepler-341 d,,,,1.850
Kepler-341,Kepler-341 e,,,,1.990
Kepler-342,Kepler-342 b,,,,2.250
Kepler-342,Kepler-342 c,,,,1.960
Kepler-342,Kepler-342 d,,,,2.490
Kepler-342,Kepler-342 e,,,,0.880
Kepler-343,Kepler-343 b,,,,2.410
Kepler-343,Kepler-343 c,,,,2.020
Kepler-344,Kepler-344 b,,,,2.610
Kepler-344,Kepler-344 c,,,,2.950
Kepler-345,Kepler-345 b,,,,0.740
Kepler-345,Kepler-345 c,,,,1.200
Kepler-346,Kepler-346 b,,,,2.660
Kepler-346,Kepler-346 c,,,,3.070
Kepler-347,Kepler-347 b,,,,1.970
Kepler-347,Kepler-347 c,,,,1.750
Kepler-348,Kepler-348 b,,,,1.520
Kepler-348,Kepler-348 c,,,,1.330
Kepler-349,Kepler-349 b,,,,1.900
Kepler-349,Kepler-349 c,,,,1.960
Kepler-35,Kepler-35 b,0.41000,,40.36300,8.160
Kepler-350,Kepler-350 b,,,,1.850
Kepler-350,Kepler-350 c,,,6.10000,3.100
Kepler-350,Kepler-350 d,,,14.90000,2.800
Kepler-351,Kepler-351 b,,,,3.060
Kepler-351,Kepler-351 c,,,,3.190
Kepler-351,Kepler-351 d,,,,2.720
Kepler-352,Kepler-352 b,,,,0.860
Kepler-352,Kepler-352 c,,,,1.240
Kepler-353,Kepler-353 b,,,,0.890
Kepler-353,Kepler-353 c,,,,1.380
Kepler-354,Kepler-354 b,,,,1.840
Kepler-354,Kepler-354 c,,,,1.310
Kepler-354,Kepler-354 d,,,,1.240
Kepler-355,Kepler-355 b,,,,1.460
Kepler-355,Kepler-355 c,,,,2.710
Kepler-356,Kepler-356 b,,,,1.570
Kepler-356,Kepler-356 c,,,,1.810
Kepler-357,Kepler-357 b,,,,1.840
Kepler-357,Kepler-357 c,,,,2.670
Kepler-357,Kepler-357 d,,,,3.430
Kepler-358,Kepler-358 b,,,,2.720
Kepler-358,Kepler-358 c,,,,2.850
Kepler-359,Kepler-359 b,,,,3.530
Kepler-359,Kepler-359 c,,,,4.300
Kepler-359,Kepler-359 d,,,,4.010
Kepler-36,Kepler-36 b,7.46000,978,4.45000,1.486
Kepler-36,Kepler-36 c,0.89000,928,8.08000,3.679
Kepler-360,Kepler-360 b,,,,1.650
Kepler-360,Kepler-360 c,,,,2.100
Kepler-361,Kepler-361 b,,,,1.450
Kepler-361,Kepler-361 c,,,,2.520
Kepler-362,Kepler-362 b,,,,0.880
Kepler-362,Kepler-362 c,,,,1.450
Kepler-363,Kepler-363 b,,,,1.160
Kepler-363,Kepler-363 c,,,,1.690
Kepler-363,Kepler-363 d,,,,2.050
Kepler-364,Kepler-364 b,,,,1.550
Kepler-364,Kepler-364 c,,,,2.150
Kepler-365,Kepler-365 b,,,,2.040
Kepler-365,Kepler-365 c,,,,1.640
Kepler-366,Kepler-366 b,,,,1.460
Kepler-366,Kepler-366 c,,,,1.790
Kepler-367,Kepler-367 b,,,,1.300
Kepler-367,Kepler-367 c,,,,1.200
Kepler-368,Kepler-368 b,,,,3.260
Kepler-368,Kepler-368 c,,,,3.880
Kepler-369,Kepler-369 b,,,,1.130
Kepler-369,Kepler-369 c,,,,1.410
Kepler-37,Kepler-37 b,,,3.17830,0.336
Kepler-37,Kepler-37 c,,,12.00000,0.750
Kepler-37,Kepler-37 d,,,12.20000,1.940
Kepler-37,Kepler-37 e,,,,
Kepler-370,Kepler-370 b,,,,1.590
Kepler-370,Kepler-370 c,,,,1.910
Kepler-371,Kepler-371 b,,,,1.890
Kepler-371,Kepler-371 c,,,,1.780
Kepler-372,Kepler-372 b,,,,1.360
Kepler-372,Kepler-372 c,,,,2.090
Kepler-372,Kepler-372 d,,,,1.690
Kepler-373,Kepler-373 b,,,,1.360
Kepler-373,Kepler-373 c,,,,1.240
Kepler-374,Kepler-374 b,,,,1.030
Kepler-374,Kepler-374 c,,,,1.100
Kepler-374,Kepler-374 d,,,,1.310
Kepler-375,Kepler-375 b,,,,1.450
Kepler-375,Kepler-375 c,,,,2.650
Kepler-376,Kepler-376 b,,,,1.070
Kepler-376,Kepler-376 c,,,,1.790
Kepler-377,Kepler-377 b,,,,1.390
Kepler-377,Kepler-377 c,,,,2.060
Kepler-378,Kepler-378 b,,,,0.750
Kepler-378,Kepler-378 c,,,,0.700
Kepler-379,Kepler-379 b,,,,1.660
Kepler-379,Kepler-379 c,,,,2.290
Kepler-38,Kepler-38 b,,475,122.00000,4.300
Kepler-380,Kepler-380 b,,,,1.190
Kepler-380,Kepler-380 c,,,,1.270
Kepler-381,Kepler-381 b,,,,0.990
Kepler-381,Kepler-381 c,,,,1.120
Kepler-382,Kepler-382 b,,,,1.320
Kepler-382,Kepler-382 c,,,,1.590
Kepler-383,Kepler-383 b,,,,1.320
Kepler-383,Kepler-383 c,,,,1.240
Kepler-384,Kepler-384 b,,,,1.120
Kepler-384,Kepler-384 c,,,,1.130
Kepler-385,Kepler-385 b,,,,2.730
Kepler-385,Kepler-385 c,,,,3.040
Kepler-386,Kepler-386 b,,,,1.390
Kepler-386,Kepler-386 c,,,,1.580
Kepler-387,Kepler-387 b,,,,1.030
Kepler-387,Kepler-387 c,,,,0.890
Kepler-388,Kepler-388 b,,,,0.810
Kepler-388,Kepler-388 c,,,,0.860
Kepler-389,Kepler-389 b,,,,1.510
Kepler-389,Kepler-389 c,,,,1.460
Kepler-39,Kepler-39 b,13.00000,897,6388.10000,13.900
Kepler-390,Kepler-390 b,,,,0.820
Kepler-390,Kepler-390 c,,,,0.790
Kepler-391,Kepler-391 b,,,,3.200
Kepler-391,Kepler-391 c,,,,3.540
Kepler-392,Kepler-392 b,,,,1.000
Kepler-392,Kepler-392 c,,,,1.100
Kepler-393,Kepler-393 b,,,,1.290
Kepler-393,Kepler-393 c,,,,1.330
Kepler-394,Kepler-394 b,,,,1.600
Kepler-394,Kepler-394 c,,,,1.660
Kepler-395,Kepler-395 b,,,,1.030
Kepler-395,Kepler-395 c,,,,1.320
Kepler-396,Kepler-396 b,,,75.50000,3.500
Kepler-396,Kepler-396 c,,,17.90000,5.300
Kepler-397,Kepler-397 b,,,,2.460
Kepler-397,Kepler-397 c,,,,6.180
Kepler-398,Kepler-398 b,,,,0.930
Kepler-398,Kepler-398 c,,,,1.010
Kepler-398,Kepler-398 d,,,,0.880
Kepler-399,Kepler-399 b,,,,0.960
Kepler-399,Kepler-399 c,,,,1.430
Kepler-399,Kepler-399 d,,,,1.890
Kepler-4,Kepler-4 b,1.91000,1650,24.47200,4.002
Kepler-40,Kepler-40 b,1.68000,1620,699.20000,13.110
Kepler-400,Kepler-400 b,,,,1.650
Kepler-400,Kepler-400 c,,,,1.490
Kepler-401,Kepler-401 b,,,,1.710
Kepler-401,Kepler-401 c,,,,2.150
Kepler-401,Kepler-401 d,,,,2.270
Kepler-402,Kepler-402 b,,,,1.220
Kepler-402,Kepler-402 c,,,,1.560
Kepler-402,Kepler-402 d,,,,1.380
Kepler-402,Kepler-402 e,,,,1.460
Kepler-403,Kepler-403 b,,,,1.250
Kepler-403,Kepler-403 c,,,,1.750
Kepler-403,Kepler-403 d,,,,1.420
Kepler-404,Kepler-404 b,,,,1.270
Kepler-404,Kepler-404 c,,,,1.720
Kepler-405,Kepler-405 b,,,,2.080
Kepler-405,Kepler-405 c,,,,4.660
Kepler-406,Kepler-406 b,11.82000,,6.35000,1.430
Kepler-406,Kepler-406 c,24.39000,,2.71000,0.850
Kepler-407,Kepler-407 b,,,3.20000,1.070
Kepler-407,Kepler-407 c,,,4000.00000,
Kepler-408,Kepler-408 b,,,5.00000,0.820
Kepler-409,Kepler-409 b,,,22.00000,1.190
Kepler-41,Kepler-41 b,0.33000,1790,177.98000,14.460
Kepler-410 A,Kepler-410 A b,,,,2.838
